Category,Product,Price,Quantity
surgelati e gelati,"pescanova, cuori di filetto di nasello sudafricano surgelati 330 g",15.10 € / kg,0.33 kg
surgelati e gelati,"esca, condipresto sugo pronto scoglio con pomodoro 450 g",12.25 € / kg,0.45 kg
surgelati e gelati,"cuoco di bordo, code di mazzancolle tropicali surgelate peso al netto della glassatura 400 g",22.48 € / kg,0.4 kg
surgelati e gelati,"valsoia, bontà e salute il gelato bianco cacao 300 g",9.97 € / kg,0.3 kg
surgelati e gelati,"findus, capitan 8 bastoncini di salmone surgelati 200 g",24.95 € / kg,0.2 kg
surgelati e gelati,"le stagioni d'italia, pizza margherita grano senatore cappelli surgelata 350 g",11.98 € / kg,0.35 kg
surgelati e gelati,"valsoia, bontà e salute il gelato bianco variegato amarena 300 g",9.97 € / kg,0.3 kg
surgelati e gelati,"smart, burger di merluzzo nordico surgelati conf. 2x80 g",13.07 € / kg,0.16 kg
surgelati e gelati,"findus, green cuisine10 bastoncini di spinaci surgelati 284 g",11.59 € / kg,0.284 kg
surgelati e gelati,"calippo, max super mix 5 pezzi 525 ml",8.94 € / kg,
surgelati e gelati,"blu mares, seppie orientali congelate peso netto 1 kg peso al netto della glassatura 800 g",10.29 € / kg,0.8 kg
surgelati e gelati,"schär, rosette senza glutine surgelate conf. 6x58 g",13.12 € / kg,0.348 kg
surgelati e gelati,"pescanova, surimi bastoncini al sapore di granchio senza glutine surgelati 250 g",12.64 € / kg,0.25 kg
surgelati e gelati,"maremundi, anelli e ciuffi di calamaro patagonico surgelato 500 g",16.78 € / kg,0.5 kg
surgelati e gelati,"findus, chicken nuggets 250 g",17.16 € / kg,0.25 kg
surgelati e gelati,"findus, capitan croccole di merluzzo surgelati 6 pezzi 600 g",8.32 € / kg,0.6 kg
surgelati e gelati,"oggi pesce, mazzancolle tropicali cotte surgelate 300 g",29.87 € / kg,0.3 kg
surgelati e gelati,"pizza italia, focaccia farcita con prosciutto cotto e formaggio surgelata 330 g",12.10 € / kg,0.33 kg
surgelati e gelati,"schär, mini pizza margherita lactose free surgelata conf. 4x70 g",16.75 € / kg,0.28 kg
surgelati e gelati,"smart, misto per risotto e spaghetti congelato 600 g",7.31 € / kg,0.6 kg
surgelati e gelati,"ristorantino sul mare, cacciucco surgelato 550 g",13.44 € / kg,0.55 kg
surgelati e gelati,"ringo, gelato vaniglia 4 pezzi 320 g",15.60 € / kg,0.32 kg
surgelati e gelati,"cameo, ristorante pizza al prosciutto surgelata 340 g",11.03 € / kg,0.34 kg
surgelati e gelati,"findus, filetti di platessa surgelato 500 g",25.96 € / kg,0.5 kg
surgelati e gelati,"aia, sottilissime cotolette di filetti di pollo surgelato 4 pezzi 280 g",14.25 € / kg,0.28 kg
surgelati e gelati,"findus, capitan fish bar fish & crock merluzzo d'alaska con patatine croccanti surgelati 250 g",19.96 € / kg,0.25 kg
surgelati e gelati,"schär, chicken fingers sugelati 375 g",12.78 € / kg,0.375 kg
surgelati e gelati,"oggi pesce, cozze sgusciate precotte surgelate peso sgocciolato 300 g",16.31 € / kg,0.3 kg
surgelati e gelati,"smart, fritto di verdure pastellato e surgelato 450 g",6.56 € / kg,0.45 kg
surgelati e gelati,"smart, nuggets di pollo surgelati 540 g",7.95 € / kg,0.54 kg
surgelati e gelati,"beyond meat, beyond burger plant-based patties burger a base vegetale conf. 2x113,5 g",0.03 € / g,0.227 kg
surgelati e gelati,"cuoco di bordo, spaghetti alle vongole surgelati 300 g",10.51 € / kg,0.3 kg
surgelati e gelati,"cuoco di bordo, polpo & patate surgelato 500 g",14.98 € / kg,0.5 kg
surgelati e gelati,"nuii, caramello salato e noci macadamia australiane 4 pezzi 272 g",19.45 € / kg,0.272 kg
surgelati e gelati,"findus, 4 salti in padella pappardelle al ragù di cinghiale surgelate 550 g",12.17 € / kg,0.55 kg
surgelati e gelati,"findus, 2 fiori di orata surgelati 200 g",34.95 € / kg,0.2 kg
surgelati e gelati,"amadori, le birbe surgelate 300 g",13.31 € / kg,0.3 kg
surgelati e gelati,"carte d'or, affogato all'amarena spagnola 500 g",11.98 € / kg,0.5 kg
surgelati e gelati,"vis, fish & chips surgelato 400 g",9.53 € / kg,0.4 kg
surgelati e gelati,"panapesca, code di gamberi argentini surgelate peso al netto della glassatura 400 g",29.98 € / kg,0.4 kg
surgelati e gelati,"cameo, ristorante pizza agli spinaci surgelata 390 g",9.62 € / kg,0.39 kg
surgelati e gelati,"gelatomadre, pistacchio 350 g",11.58 € / kg,0.35 kg
surgelati e gelati,"valsoia, bontà e salute cotolette surgelate conf. 2x100 g",19.15 € / kg,0.2 kg
surgelati e gelati,"algida, liuk 8 pezzi 632 g",6.63 € / kg,0.632 kg
surgelati e gelati,"north sea, best filetti di platessa surgelati 800 g",18.12 € / kg,0.8 kg
surgelati e gelati,"häagen-dazs, salted caramel 400 g",8.35 € / kg,0.4 kg
surgelati e gelati,"magnum, mini double caramel chocolate 6 pezzi 300 g",18.70 € / kg,0.3 kg
surgelati e gelati,"happy mix, happy hour surgelati 340 g",9.68 € / kg,0.34 kg
surgelati e gelati,"bonduelle, coccole 12 falafel di ceci surgelato 180 g",17.84 € / kg,0.18 kg
surgelati e gelati,"findus, sofficini ragù più mozzarella surgelati 4 pezzi 250 g",11.96 € / kg,0.25 kg
surgelati e gelati,"artica, punte di asparagi surgelati 450 g",10.87 € / kg,0.45 kg
surgelati e gelati,"schär, lasagne bolognese surgelate 350 g",12.86 € / kg,0.35 kg
surgelati e gelati,"cuoco di bordo, orata alla mediterranea surgelato 250 g",20.60 € / kg,0.25 kg
surgelati e gelati,"cuoco di bordo, filetti di branzino surgelati peso al netto della glassatura 250 g",27.96 € / kg,0.25 kg
surgelati e gelati,"oggi pesce, filetti di scorfano atlantico surgelato 400 g",15.73 € / kg,0.4 kg
surgelati e gelati,"iberia, spaghettata mare e orto congelata 300 g",10.97 € / kg,0.3 kg
surgelati e gelati,"nuii, cioccolato fondente e mirtilli dei paesi nordici 4 pezzi 264 g",20.04 € / kg,0.264 kg
surgelati e gelati,"valsoia, bontà e salute vegetale 2 burger surgelati 150 g",19.94 € / kg,0.15 kg
surgelati e gelati,"ferrero, raffaello gelato conf. 4x47 g",23.89 € / kg,0.188 kg
surgelati e gelati,"orogel, il benessere soia edamame in baccello surgelati 500 g",7.18 € / kg,0.5 kg
surgelati e gelati,"come una volta, zucchine trifolate grigliate surgelate 450 g",6.65 € / kg,0.45 kg
surgelati e gelati,scamorzine pugliesi surgelate 200 g,14.90 € / kg,0.2 kg
surgelati e gelati,"smart, crêpes al pomodoro e mozzarella surgelate 8 pezzi 450 g",4.87 € / kg,0.45 kg
surgelati e gelati,"smart, cordon bleu di pollo surgelati 6 pezzi 540 g",6.86 € / kg,0.54 kg
surgelati e gelati,"italpizza, 26x38 salsiccia & patate surgelata 570 g",8.76 € / kg,0.57 kg
surgelati e gelati,"cuoco di bordo, scialatielli allo scoglio surgelati 300 g",13.17 € / kg,0.3 kg
surgelati e gelati,"mulino bianco, biscotto con cremoso gelato con nocciole e cacao 4 pezzi 320 g",15.60 € / kg,0.32 kg
surgelati e gelati,"valsoia, bontà e salute il gelato pistacchio crème 300 g",9.97 € / kg,0.3 kg
surgelati e gelati,"italpizza, 26x38 wurstel & patatine surgelate 570 g",8.76 € / kg,0.57 kg
surgelati e gelati,"findus, capitan fish bar nuggets di salmone rosa surgelati 220 g",22.69 € / kg,0.22 kg
surgelati e gelati,"i freschi di campo, puntarelle surgelate 600 g",5.82 € / kg,0.6 kg
surgelati e gelati,"tyson, speedy pollo alette mexico surgelate 300 g",13.31 € / kg,0.3 kg
surgelati e gelati,"maxibon, classic mini 6 pezzi 324 g",15.41 € / kg,0.324 kg
surgelati e gelati,"smart, lasagne alla bolognese surgelate 750 g",4.87 € / kg,0.75 kg
surgelati e gelati,"grand krust, code di gambero argentino surgelate 400 g",37.00 € / kg,0.4 kg
surgelati e gelati,il panzerotto alla pugliese conf. 2x125 g,10.72 € / kg,0.25 kg
surgelati e gelati,"italpizza, la numero uno marinara surgelata 375 g",5.58 € / kg,0.375 kg
surgelati e gelati,"lamb weston, twister fries natural surgelate 600 g",5.49 € / kg,0.6 kg
surgelati e gelati,"gelateria callipo, tartufo di pizzo nocciola e cioccolato conf. 2x95 g",19.95 € / kg,0.19 kg
surgelati e gelati,"dolcerialba, dolc'ego meringata 55 g",31.10 € / kg,0.055 kg
surgelati e gelati,"westhaven, gli scampi della scozia congelati peso netto 500 g peso al netto della glassatura 400 g",17.98 € / kg,0.4 kg
surgelati e gelati,"carte d'or, stracciatella 500 g",9.98 € / kg,0.5 kg
surgelati e gelati,"magnum, pistacchio 4 pezzi 300 g",18.97 € / kg,0.3 kg
surgelati e gelati,"bonduelle, verdure per insalata russa surgelata 450 g",4.87 € / kg,0.45 kg
surgelati e gelati,"come una volta, i contorni chips ""patata della sila igp"" surgelate 450 g",6.12 € / kg,0.45 kg
surgelati e gelati,"norsk sjømat as, cuore di filetto di salmone surgelato 300 g",42.97 € / kg,0.3 kg
surgelati e gelati,"zanini, la focaccia genovese surgelata 240 g",14.55 € / kg,0.24 kg
surgelati e gelati,"magnum, mini intense dark 6 pezzi 264 g",20.04 € / kg,0.264 kg
surgelati e gelati,"findus, i gratinati merluzzo d'alaska con pomodoro e basilico surgelati 380 g",17.35 € / kg,0.38 kg
surgelati e gelati,"panapesca, chele al sapore di granchio congelate 8 pezzi 250 g",11.44 € / kg,0.25 kg
surgelati e gelati,"carte d'or, affogato triplo cioccolato 500 g",11.98 € / kg,0.5 kg
surgelati e gelati,"montana, hamburger naturali surgelati conf. 10x100 g",10.98 € / kg,1.0 kg
surgelati e gelati,"panapesca, code di gamberi argentini surgelate peso netto 300 g",31.17 € / kg,0.3 kg
surgelati e gelati,"italpizza, 26x38 tonno & cipolla surgelata 575 g",8.68 € / kg,0.575 kg
surgelati e gelati,"tre marie, cornetto semplice surgelati 6 pezzi 330 g",11.79 € / kg,0.33 kg
surgelati e gelati,"italpizza, 12x30 cm quattro formaggi pizza surgelata 235 g",12.13 € / kg,0.235 kg
surgelati e gelati,"findus, filetti di salmone selvaggio surgelati 440 g",36.35 € / kg,0.44 kg
surgelati e gelati,"magnum, piacere universale michelangelo 3 pezzi 219 g",25.99 € / kg,0.219 kg
surgelati e gelati,"oggi pesce, cozze intere precotte surgelate 500 g",7.78 € / kg,0.5 kg
surgelati e gelati,"cuoco di bordo, filetti di orata surgelati peso al netto della glassatura 250 g",27.96 € / kg,0.25 kg
surgelati e gelati,"indian, gelato panna e cacao senza zuccheri aggiunti 250 g",13.16 € / kg,0.25 kg
surgelati e gelati,"iberia, tentacoli di polpo cotto surgelati peso al netto della glassatura 320 g",31.19 € / kg,0.32 kg
surgelati e gelati,"sammontana, dadaumpa ghiaccioli vintage 8 pezzi 496 g",7.04 € / kg,0.496 kg
surgelati e gelati,"findus, supplì surgelato 8 pezzi 320 g",12.47 € / kg,0.32 kg
surgelati e gelati,"carte d'or, tartufo 500 g",9.98 € / kg,0.5 kg
surgelati e gelati,"carte d'or, affogato al cioccolato 500 g",11.98 € / kg,0.5 kg
surgelati e gelati,"findus, capitan fish & chips burger surgelati 227 g",18.90 € / kg,0.227 kg
surgelati e gelati,"esca, condipresto sugo pronto ai gamberi surgelato 400 g",13.73 € / kg,0.4 kg
surgelati e gelati,"smart, cotolette di pollo agli spinaci surgelate 6 pezzi 540 g",5.99 € / kg,0.54 kg
surgelati e gelati,"orogel, crea tu mix di peperoni zucchine e melanzane grigliate surgelati 320 g",11.54 € / kg,0.32 kg
surgelati e gelati,"sammontana, gruvi croccantino 4 pezzi 240 g",12.46 € / kg,0.24 kg
surgelati e gelati,"gocciole, gelato 4 pacchetti 360 g",13.87 € / kg,0.36 kg
surgelati e gelati,"come una volta, giardiniera di verdure surgelate 450 g",6.56 € / kg,0.45 kg
surgelati e gelati,"findus, 4 salti in padella ravioli ricotta e spinaci al pomodoro surgelati 550 g",9.62 € / kg,0.55 kg
surgelati e gelati,"findus, capitan fish burger surgelati 2 pezzi 227 g",18.90 € / kg,0.227 kg
surgelati e gelati,"italpizza, 12x30 cm speck e funghi pizza surgelata 235 g",12.13 € / kg,0.235 kg
surgelati e gelati,"smart, stecco vaniglia e cacao 12 pezzi 516 g",3.86 € / kg,0.516 kg
surgelati e gelati,"smart, cotolette di pollo surgelate 6 pezzi 540 g",8.30 € / kg,0.54 kg
surgelati e gelati,"grand krust, gambero argentino surgelato 400 g",34.88 € / kg,0.4 kg
surgelati e gelati,"findus, crocchette surgelati 8 pezzi 320 g",12.97 € / kg,0.32 kg
surgelati e gelati,"dolci regali, meringata con panna congelata 400 g",20.23 € / kg,0.4 kg
surgelati e gelati,"white lab, supplì di riso carnaroli impanati e surgelati 400 g",7.98 € / kg,0.4 kg
surgelati e gelati,"sammontana, barattolino classici limone fragola 500 g",8.78 € / kg,0.5 kg
surgelati e gelati,"buitoni, bella napoli margherita pizza surgelata 400 g",5.98 € / kg,0.4 kg
surgelati e gelati,"montana, polpettine tradizionali di carne bovina surgelate 400 g",11.48 € / kg,0.4 kg
surgelati e gelati,"pizzoli, patasnella x air fryer surgelate 500 g",5.98 € / kg,0.5 kg
surgelati e gelati,"motta, coppa del nonno classica 6 pezzi 390 g",12.80 € / kg,0.39 kg
surgelati e gelati,"findus, fiori di merluzzo nordico surgelati 2 pezzi 240 g",33.30 € / kg,0.24 kg
surgelati e gelati,"vis terramare, fritto di pesce con verdure surgelata 300 g",12.17 € / kg,0.3 kg
surgelati e gelati,"carte d'or, affogato al pistacchio 500 g",11.98 € / kg,0.5 kg
surgelati e gelati,"esca, condipresto sugo pronto alla scoglio surgelato 450 g",11.54 € / kg,0.45 kg
surgelati e gelati,"nuii, new york cookies e panna 4 pezzi 268 g",19.74 € / kg,0.268 kg
surgelati e gelati,"sammontana, levia ghiaccioli limone e pompelmo rosso 6 pezzi 400 g",9.23 € / kg,0.4 kg
surgelati e gelati,"meran, yogurteria merano frozen yogurt naturale conf. 5x50 g",13.96 € / kg,0.25 kg
surgelati e gelati,"asiago food, veggie stick ceci e broccoli surgelati 200 g",9.50 € / kg,0.2 kg
surgelati e gelati,"schär, ciabattine senza glutine surgelate conf. 5x50 g",16.04 € / kg,0.25 kg
surgelati e gelati,"valtaro, sottozero funghi porcini a fette surgelati 300 g",25.17 € / kg,0.3 kg
surgelati e gelati,"findus, capitan croccole di merluzzo agli spinaci surgelate 3 pezzi 300 g",19.97 € / kg,0.3 kg
surgelati e gelati,"come una volta, i grigliati patate a spicchi con buccia surgelate 450 g",8.43 € / kg,0.45 kg
surgelati e gelati,"asiago food, veggie stick ceci e melanzane surgelati 200 g",9.50 € / kg,0.2 kg
surgelati e gelati,"arbi, sugo pronto astice e pomodorini surgelato 220 g",20.41 € / kg,0.22 kg
surgelati e gelati,"cameo, ristorante pizza ai funghi surgelata 365 g",10.28 € / kg,0.365 kg
surgelati e gelati,"valsoia, bontà e salute gran stecco 240 g",19.13 € / kg,0.24 kg
surgelati e gelati,"zanini, la pizzata ligure surgelata 360 g",13.59 € / kg,0.36 kg
surgelati e gelati,"'a pizza, friariella surgelata 430 g",12.31 € / kg,0.43 kg
surgelati e gelati,gnocco fritto surgelato 200 g,10.95 € / kg,0.2 kg
surgelati e gelati,"schär, mini calzone bites 9 pieces 250 g",16.60 € / kg,0.25 kg
surgelati e gelati,"come una volta, i contorni contorno a base di patata e cipolla rossa surgelato 450 g",7.32 € / kg,0.45 kg
surgelati e gelati,"esca, condipresto sugo pronto all'astice con gamberi surgelato 350 g",17.12 € / kg,0.35 kg
surgelati e gelati,"blu mares, filetti di trota iridea salmonata surgelati 400 g",19.23 € / kg,0.4 kg
surgelati e gelati,"pescanova, capricci di mare anelli alla romana surgelati 400 g",10.55 € / kg,0.4 kg
surgelati e gelati,"smart, cono vaniglia 12 pezzi 900 g",5.09 € / kg,0.9 kg
surgelati e gelati,"mulan, riso cantonese surgelato 250 g",11.56 € / kg,0.25 kg
surgelati e gelati,"orogel, crea tu mix di melanzane olive e pomodorini semidry surgelati 320 g",11.54 € / kg,0.32 kg
surgelati e gelati,"cuoco di bordo, 8 mini spiedini di mazzancolle surgelati 240 g",20.80 € / kg,0.24 kg
surgelati e gelati,"algida, croccante 8 pezzi 464 g",9.04 € / kg,0.464 kg
surgelati e gelati,"findus, i gratinati merluzzo d'alaska con erbe mediterranee surgelato 380 g",17.35 € / kg,0.38 kg
surgelati e gelati,"artica, pennette al salmone affumicato surgelate 300 g",11.97 € / kg,0.3 kg
surgelati e gelati,"cameo, pizza regina extra grande margherita surgelata 450 g",10.21 € / kg,0.45 kg
surgelati e gelati,"pan di stelle, il cono gelato 4 pezzi 240 g",20.80 € / kg,0.24 kg
surgelati e gelati,"pirulo, tropical mini conf. 6x50 g",14.64 € / kg,0.3 kg
surgelati e gelati,"findus, pat bon le classiche surgelate 900 g",4.77 € / kg,0.9 kg
surgelati e gelati,"yulty, vanilla artisanal gelato 300 g",16.64 € / kg,0.3 kg
surgelati e gelati,"smart, basi per pizza con salsa di pomodoro surgelate conf. 3x275 g",3.99 € / kg,0.825 kg
surgelati e gelati,"grom, gelato al pistacchio 289 g",25.92 € / kg,0.289 kg
surgelati e gelati,"magnum, bomboniera classic almond white 12 pezzi 104 g",40.29 € / kg,0.104 kg
surgelati e gelati,"gelateria callipo, tartufo di pizzo pistacchio conf. 2x95 g",19.95 € / kg,0.19 kg
surgelati e gelati,"cameo, pizza regina classica margherita surgelata conf. 2x310 g",8.86 € / kg,0.62 kg
surgelati e gelati,"algida, cremino 8 pezzi 336 g",15.75 € / kg,0.336 kg
surgelati e gelati,"algida, fior di fragola 8 pezzi 375 g",12.97 € / kg,0.375 kg
surgelati e gelati,"vis, fritto di mare infarinato surgelato 280 g",17.83 € / kg,0.28 kg
surgelati e gelati,"esca, condipresto sugo pronto ai calamari 400 g",13.23 € / kg,0.4 kg
surgelati e gelati,"dolci regali, profiteroles al cacao congelato 500 g",10.78 € / kg,0.5 kg
surgelati e gelati,"findus, i gratinati merluzzo d'alaska con patate e rosmarino surgelato 380 g",17.35 € / kg,0.38 kg
surgelati e gelati,"ice class, filetti di rombo surgelati peso al netto della glassatura 360 g",20.98 € / kg,0.36 kg
surgelati e gelati,"asiago food, mirtilli di bosco bio surgelato 300 g",9.04 € / kg,0.3 kg
surgelati e gelati,"sammontana, barattolino classici fiordilatte e biscotti 500 g",8.78 € / kg,0.5 kg
surgelati e gelati,"magnum, classic 297 g",8.39 € / kg,0.297 kg
surgelati e gelati,"tre marie, cornetto all'albicocca surgelati 6 pezzi 372 g",10.46 € / kg,0.372 kg
surgelati e gelati,"grand krust, gamberi argentini sgusciati devenati congelati peso al netto della glassatura 200 g",39.95 € / kg,0.2 kg
surgelati e gelati,"gelatomadre, fondentenero novi 350 g",11.58 € / kg,0.35 kg
surgelati e gelati,"sammontana, gruvi stracciatella maivista 4 pezzi 240 g",12.46 € / kg,0.24 kg
surgelati e gelati,"cuoco di bordo, mazzancolle e branzino con cipolla rossa e patate grigliate surgelato 250 g",21.00 € / kg,0.25 kg
surgelati e gelati,"marfrío, calamari patagonici congelato 900 g",10.55 € / kg,0.9 kg
surgelati e gelati,"carte d'or, affogato al caffè 500 g",11.98 € / kg,0.5 kg
surgelati e gelati,"mulan, ravioli di carne al vapore surgelati 200 g",17.95 € / kg,0.2 kg
surgelati e gelati,"buitoni, pizza alla seconda margherita surgelata 2 pezzi 650 g",8.14 € / kg,0.65 kg
surgelati e gelati,"zanini, pizza alta in teglia margherita surgelata 490 g",10.52 € / kg,0.49 kg
surgelati e gelati,"sammontana, amando vaniglia cacao nocciola cono 4 pezzi 300 g",12.57 € / kg,0.3 kg
surgelati e gelati,"findus, green cuisine polpette di verdure 200 g",11.20 € / kg,0.2 kg
surgelati e gelati,"smart, cannelloni ricotta e spinaci surgelati 750 g",4.39 € / kg,0.75 kg
surgelati e gelati,"buitoni, bella napoli pizza prosciutto e funghi surgelata 415 g",5.76 € / kg,0.415 kg
